id,title,subtitle,description,date,link,_note
ouki_vol1,愛玩王姫は今日も庇護される（仮）,白猫耳の王女と、過保護すぎる周囲のお話。,白猫耳の王女・愛玩王姫が、過保護な庇護の中でも自分の足で世界を確かめていこうとする物語のプロトタイプ。,2024-11-01,,
